sensor_type,device_type,timestamps,latitude,longitude,speed
location,smartphone,1.6863143362946068e+18,52.33655089,4.870577431,1.144378399
location,smartphone,1.6863143372946e+18,52.33655847,4.870597115,0.8970925174
location,smartphone,1.686314338294591e+18,52.33656182,4.870620498,0.9323726485
location,smartphone,1.686314339294585e+18,52.33656945,4.870649976,1.114858209
location,smartphone,1.686314340294577e+18,52.33657223,4.870672283,1.120055718
location,smartphone,1.68631434129457e+18,52.33657617,4.870699527,1.146736608
location,smartphone,1.686314342294562e+18,52.33658099,4.870715259,0.9665078271
location,smartphone,1.686314343294555e+18,52.33658151,4.870740609,1.153994957
location,smartphone,1.6863143442945472e+18,52.33658359,4.870749211,0.7703503573
location,smartphone,1.686314345294539e+18,52.33658576,4.870772883,1.005000743
location,smartphone,1.686314346294533e+18,52.33658657,4.87078778,0.8134732873
location,smartphone,1.686314347294524e+18,52.33658531,4.870806128,0.7885681267
location,smartphone,1.686314348294517e+18,52.33658689,4.870825656,0.9320889879
location,smartphone,1.6863143492945098e+18,52.33658418,4.870852685,1.121531913
location,smartphone,1.686314350294502e+18,52.3365819,4.870867778,1.010730007
location,smartphone,1.6863143512944952e+18,52.33658477,4.870877564,0.7428626762
location,smartphone,1.686314352294487e+18,52.33658598,4.870904864,1.116929327
location,smartphone,1.6863143532944788e+18,52.33658413,4.870924546,1.162506251
location,smartphone,1.686314354294472e+18,52.33658354,4.870947264,1.229186255
location,smartphone,1.686314355294464e+18,52.33658384,4.870971452,1.337201187
location,smartphone,1.686314356294456e+18,52.3365863,4.870984536,0.8743515175
location,smartphone,1.6863143572944492e+18,52.33658909,4.871005829,0.8874247097
location,smartphone,1.686314358294441e+18,52.33659282,4.871032046,1.175864308
location,smartphone,1.686314359294433e+18,52.33659876,4.871051074,1.052037091
location,smartphone,1.686314360294425e+18,52.33659975,4.871068418,1.100222213
location,smartphone,1.6863143612944182e+18,52.33659854,4.871089174,1.20351023
location,smartphone,1.686314362294411e+18,52.33659939,4.871109191,1.231249895
location,smartphone,1.6863143632944018e+18,52.33660392,4.871119175,0.9658134313
location,smartphone,1.686314364294395e+18,52.33660539,4.871145732,1.315530174
location,smartphone,1.6863143652943872e+18,52.3366076,4.871163582,1.265188136
location,smartphone,1.68631436629438e+18,52.33661042,4.871175733,1.098731437
location,smartphone,1.686314367294373e+18,52.33661313,4.871181705,0.693234012
location,smartphone,1.686314368294364e+18,52.33661801,4.871192776,0.6659810558
location,smartphone,1.6863143692943562e+18,52.33661552,4.871218601,1.086800266
location,smartphone,1.6863143702943498e+18,52.33661538,4.871238711,1.202509705
location,smartphone,1.686314371294341e+18,52.33661656,4.871253309,1.066153411
location,smartphone,1.686314372294333e+18,52.33661737,4.871270534,1.003486883
location,smartphone,1.686314373294327e+18,52.33662298,4.871279629,0.7102457628
location,smartphone,1.6863143742943188e+18,52.33662984,4.87129804,0.8271323472
location,smartphone,1.6863143752943112e+18,52.33662853,4.871320498,1.02719816
location,smartphone,1.686314376294303e+18,52.33662917,4.871335037,1.003448357
location,smartphone,1.686314377294295e+18,52.33663436,4.871359289,1.252225812
location,smartphone,1.6863143782942868e+18,52.3366398,4.871381661,1.289979568
location,smartphone,1.68631437929428e+18,52.33664229,4.871392701,0.8220315852
location,smartphone,1.686314380294272e+18,52.336641,4.871407889,0.7834501038
location,smartphone,1.686314381294265e+18,52.33663302,4.871431175,0.8611174077
location,smartphone,1.6863389650086912e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686338965010006e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686338965010006e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686338965415404e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863389715191232e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686338972062186e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863389781333798e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686338978535376e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686338984571119e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863389849635028e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686338991069557e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863389915569528e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863389976381e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686338998039494e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863390040524111e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339004442267e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339010508853e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339010911946e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339016919029e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339017302677e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863390233687972e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339023778925e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339029814191e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339030197977e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863390362414218e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339036660116e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863390427287432e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339043143974e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339049228123e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339049642184e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863390556668178e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339056072713e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339062085946e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339062503341e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339068554698e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339068970722e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339075035481e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339075566726e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339081665652e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339082090324e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339088132496e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68633908854563e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339094599026e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339095005302e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339101030871e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339101433861e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339107535674e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339107924104e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863391139925798e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339114398335e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339120473272e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339120874032e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339126904999e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339127319633e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339133425741e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339133836999e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863391398760778e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339140282274e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339146370464e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339146784638e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863391528465372e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863391532718958e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68633915937383e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339159790076e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339165838132e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863391663153551e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863391675103122e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68633917354442e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339173953313e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339179973757e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339180391062e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339186450695e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339186850868e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339192932328e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863391933531438e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863391993624402e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339199849714e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339205868826e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339206298156e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863392123654262e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863392127673162e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863392188369738e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863392193332938e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863392253696238e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339225810569e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339231876641e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339232293489e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68633923837434e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339238796257e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339244825608e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339245243341e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339251338559e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863392517540618e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339257794006e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339258330719e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863392643837422e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68633926480305e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863392708554708e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863392713901898e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339277405281e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68633927779615e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339283887207e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339284303803e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339290390961e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339290813304e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339296907249e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339297307414e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339303395665e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393038126991e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339309910631e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393103220872e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68633931639854e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393168180708e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393228343552e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68633932893672e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339329352607e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339335458866e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393358817e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393419555668e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339342369171e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339348447239e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339348837049e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339354917272e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393553330929e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339361344238e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339361746832e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393677617782e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393681763958e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393742245292e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339374640037e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339380696286e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393811050898e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339387142664e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339387535893e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686339393550242e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863393939548e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863201600378732e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320160417131e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320175656318e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320176051789e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320191092907e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320206118519e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320221217812e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320236312107e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320251409421e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320266503364e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320281557267e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320296558788e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320311608845e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863203266181632e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320341674043e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320356691342e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320371791723e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863203868357302e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68632040192574e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68632041702458e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320432037038e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320447062709e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320460134797e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320462099366e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863204771330289e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320477567693e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320492626341e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863205077265562e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863205227521452e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863205378408502e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320552857308e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320567875587e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863205829197842e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863205979997202e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68632061305933e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320628069068e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863206430790702e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320658129397e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320673214726e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320688302146e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68632070339033e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863207184701878e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320733476046e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320748520054e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320760149326e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320763535383e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68632077861993e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863207790043482e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320794102647e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863208091251062e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320824154513e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320839169312e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320854185171e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320869190526e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320884195276e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320899289274e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320914389605e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320929390075e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320944401301e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863209594636892e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686320974519354e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68632098955789e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321004658077e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321019702864e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321034712768e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863210497275118e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321064827908e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68632107984495e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321080382199e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321095469395e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321110500776e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321125581335e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321139922487e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321140651967e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321155751573e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321170852187e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321185952636e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321200991462e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863212160817398e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321231156941e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68632124621355e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321261265323e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321276365904e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321291386007e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863213064512018e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321321514553e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321336577067e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321351674606e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321366714564e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321381723559e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321382207744e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863213973119608e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863214123302382e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321427427019e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863214399519652e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321442516491e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68632145758588e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863214726854042e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321487785442e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321502886029e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321517889627e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321532989843e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321548081279e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321563176994e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321578192721e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321593291071e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321608351289e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321623387338e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863216383911818e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321653404976e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321668476485e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863216835623068e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321684084781e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321699095592e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863217141932398e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321729218822e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321744272006e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321759358234e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321774366859e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321789387469e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321804467463e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321819559786e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321834660173e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321849710667e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321864714425e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321879721081e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.68632189481707e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321909917661e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863219249841298e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321939991558e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321955010217e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321970110712e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863219852027062e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686321985694346e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863220007510868e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686322015847509e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686322030944512e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686322045980146e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686322060986906e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686322076017539e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863220910829169e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.6863221060861102e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686322121125501e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686322136130978e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686322151223285e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686322166323835e+18,52.33359549,4.914324795,-1.0
location,smartphone,1.686322181351063e+18,52.33359549,4.914324795,-1.0
